1.349974,3.033478,1
2.136633,1.752244,1
0.736557,2.741634,1
2.764296,1.076016,1
1.068270,2.338826,1
3.329325,1.228954,1
2.137304,2.656946,1
1.805406,1.638762,1
1.135553,3.014415,1
1.471229,3.043164,1
2.523994,1.183482,1
2.599605,1.061506,1
1.493021,2.290946,1
2.089241,2.160783,1
3.018512,1.865102,1
1.795256,1.752246,1
2.205051,1.585592,1
0.373074,4.584743,1
1.286722,1.899637,1
1.943613,2.556706,1
0.808496,2.190939,1
1.376418,2.014067,1
2.129032,1.314929,1
2.675796,1.086442,1
2.289600,1.657718,1
1.099302,3.273935,1
1.874060,2.673985,1
3.081192,0.768180,1
2.555030,0.953675,1
2.144804,1.914250,1
2.820340,0.506411,1
0.859387,3.083910,1
3.657306,0.680234,1
2.252969,1.502250,1
1.417636,3.766214,1
1.656123,2.040274,1
0.962996,2.234100,1
1.921412,3.167653,1
1.117115,1.949011,1
2.297611,2.263302,1
3.937597,0.118093,1
1.637608,3.294268,1
0.852108,2.794079,1
0.445871,3.289058,1
2.291256,0.784942,1
2.462431,1.264095,1
2.607523,1.999494,1
3.268339,1.085796,1
1.521683,2.457264,1
2.988332,1.485337,1
-1.905192,-2.241710,1
-2.685743,-1.438882,1
-3.100189,-1.590498,1
-2.239034,-1.464443,1
-1.334825,-3.139129,1
-1.237789,-2.152871,1
-1.483692,-2.497890,1
-1.703748,-2.663770,1
-0.749744,-2.262206,1
-0.801733,-3.141014,1
-0.696653,-2.302037,1
-2.252364,-2.259880,1
-1.657821,-1.994975,1
-1.843147,-2.094370,1
-2.966273,0.217593,1
-1.572973,-1.967014,1
-1.329335,-2.456856,1
-2.226709,-1.782639,1
-1.646685,-2.338598,1
-1.006189,-2.769972,1
-1.536562,-3.802184,1
-0.863852,-3.227835,1
-1.184694,-3.574358,1
-2.403999,-2.167543,1
-1.863011,-1.855631,1
-2.687727,-1.704258,1
-2.189053,-1.786439,1
-2.001524,-1.633547,1
-3.572065,-0.165159,1
-2.525079,-1.067679,1
-1.698893,-3.055224,1
-2.358344,-0.972836,1
-2.465232,-1.963026,1
-3.087928,-1.704583,1
-2.490929,-0.908604,1
-1.491458,-2.654958,1
-2.044888,-2.270147,1
-1.546498,-2.633847,1
-2.068061,-1.516757,1
-2.607020,-1.140326,1
-2.305252,-1.701620,1
-1.593715,-0.732296,1
-1.413430,-1.776790,1
-0.573941,-2.724809,1
-2.341209,-1.791947,1
-3.739996,-0.731839,1
-2.412766,-2.534564,1
-3.739092,-0.728246,1
-3.498643,-1.881492,1
-1.946660,-0.963968,1
-4.502064,3.072026,1
-3.645264,4.108300,1
-4.318136,3.646885,1
-3.520612,3.201546,1
-5.290947,3.273551,1
-3.550961,4.506477,1
-2.991744,3.660343,1
-4.237773,3.765255,1
-3.542597,3.798258,1
-4.156351,3.988143,1
-4.460750,3.917186,1
-4.169907,3.647368,1
-4.577632,3.850213,1
-3.477030,3.755199,1
-4.012747,2.879397,1
-3.177206,4.729607,1
-3.666170,4.932960,1
-4.175025,3.852275,1
-4.048596,3.066071,1
-4.223453,3.247967,1
-4.770626,4.211242,1
-4.643062,3.571471,1
-3.024501,3.400515,1
-3.956915,3.139006,1
-3.288324,3.761636,1
-3.612793,4.263493,1
-3.774641,4.645898,1
-3.727980,4.651792,1
-4.841629,3.997857,1
-4.594751,4.050734,1
-3.933780,4.241304,1
-3.331355,2.334498,1
-3.760108,2.830209,1
-4.347926,4.339138,1
-3.469008,4.171912,1
-4.833992,4.118872,1
-3.888586,4.344211,1
-3.617931,3.785513,1
-4.039308,3.793288,1
-4.463180,4.547119,1
-4.417350,5.404714,1
-4.462463,3.081032,1
-4.761396,4.360785,1
-5.256103,2.754539,1
-3.298003,3.581482,1
-2.909831,4.112208,1
-4.111124,4.098042,1
-2.951981,3.794014,1
-3.061333,4.262935,1
-5.292796,3.808176,1
4.326056,-4.163430,1
3.576761,-4.080796,1
5.901580,-5.097787,1
3.460220,-4.515814,1
3.193516,-4.596210,1
4.114053,-4.646483,1
5.422159,-4.444037,1
4.014818,-3.331468,1
3.363708,-3.465726,1
4.750496,-3.141367,1
3.068213,-3.993772,1
3.271421,-5.114850,1
4.472885,-4.470978,1
4.004413,-4.373512,1
3.069152,-3.700752,1
3.226553,-3.510319,1
3.812665,-3.347565,1
3.618868,-3.899628,1
4.501632,-4.101023,1
4.338136,-3.748877,1
3.676900,-4.221846,1
4.039544,-3.223783,1
2.725824,-4.307019,1
3.934305,-4.524102,1
2.834937,-3.573957,1
3.570603,-3.485767,1
4.541633,-4.146548,1
4.223346,-3.143451,1
5.161100,-4.062879,1
3.953437,-4.103875,1
4.387721,-3.482182,1
3.285941,-3.511937,1
4.017523,-4.193512,1
4.034036,-3.771027,1
4.688412,-4.359377,1
4.477175,-5.349297,1
4.134758,-5.012714,1
4.179038,-4.882517,1
3.407271,-5.160319,1
4.168040,-3.903055,1
3.623727,-4.834030,1
3.999278,-4.223463,1
3.993862,-2.827944,1
4.928199,-4.711022,1
5.187530,-1.578632,1
3.758028,-4.094012,1
4.424912,-2.812903,1
3.482599,-4.090728,1
3.472391,-4.473971,1
4.642689,-4.238687,1
-2.405365,2.443289,0
-2.944396,0.600468,0
-0.825623,3.782650,0
-2.056978,1.976554,0
-2.782909,1.127526,0
-3.728517,0.523636,0
-1.831633,1.929340,0
-3.779178,1.694893,0
-1.166614,2.790643,0
-2.664879,1.970100,0
-2.220944,2.105348,0
-2.929203,1.722087,0
-1.655439,1.612393,0
-1.161034,3.005589,0
-3.689517,1.774012,0
-3.415846,1.354918,0
-2.415649,1.618642,0
-2.089522,2.647780,0
-1.512527,2.483431,0
-0.733461,3.614290,0
-2.274373,1.762288,0
-2.235620,2.277778,0
-2.195795,1.386812,0
-1.402903,2.534944,0
-0.861281,2.604709,0
-2.697744,1.172608,0
-1.563945,2.371831,0
-0.933433,1.813225,0
-1.937613,1.606660,0
-1.171098,2.156157,0
-1.705215,2.647210,0
-2.191047,1.270856,0
-3.470620,1.389592,0
-2.869073,1.946360,0
-0.929557,3.169820,0
-2.778647,1.459043,0
-2.428822,1.298894,0
-2.632285,1.770760,0
-1.985286,1.680741,0
-2.496571,2.610162,0
-1.575586,2.097501,0
-3.192312,0.583886,0
-0.224482,2.615947,0
-1.778815,3.190636,0
-1.736040,1.090561,0
-1.074696,3.170563,0
-3.991143,-0.217840,0
-2.709027,1.872503,0
-2.002994,1.842527,0
-2.595004,1.602312,0
1.443770,-2.064836,0
3.533772,-0.412325,0
2.321127,-2.308841,0
3.155489,-1.037772,0
0.701085,-2.551619,0
4.063500,-0.057000,0
2.736073,-0.648677,0
2.905407,-1.004378,0
-1.062010,-3.617392,0
1.831195,-1.655281,0
3.030671,-0.001243,0
1.490104,-1.266883,0
1.980825,-2.338480,0
0.737049,-3.786447,0
2.262554,-0.861276,0
0.561850,-3.431481,0
1.996135,-1.778179,0
3.927565,-0.086787,0
1.742587,-2.435338,0
2.366150,-1.892445,0
3.862913,-0.184162,0
1.655075,-2.532567,0
1.986567,-0.884578,0
2.391883,-2.132676,0
2.739713,-1.775216,0
2.384531,-1.171570,0
1.865908,-1.173039,0
1.408732,-2.458011,0
3.257598,-0.859344,0
0.457733,-3.465747,0
1.074947,-1.854079,0
2.004131,-1.953820,0
0.621611,-3.408103,0
0.498972,-3.372623,0
2.356229,-1.684695,0
1.085722,-2.400546,0
0.631570,-3.749882,0
2.155464,-2.150152,0
1.747471,-2.412041,0
1.522381,-2.287643,0
0.641097,-3.097827,0
1.606069,-3.300680,0
1.512503,-1.565936,0
2.634712,-1.753072,0
2.966403,-1.432047,0
1.958541,-2.382750,0
1.627271,-1.692872,0
1.905051,-2.510482,0
2.045220,-0.805857,0
0.256782,-3.729978,0
-4.456698,-4.790205,0
-5.086893,-3.939593,0
-4.493004,-4.491927,0
-5.027400,-4.410537,0
-5.547522,-3.915908,0
-3.274760,-4.452320,0
-5.429808,-3.665561,0
-4.417139,-4.440006,0
-2.340460,-4.455241,0
-4.062826,-3.550198,0
-3.523456,-4.831835,0
-3.064262,-4.558444,0
-3.141164,-5.080616,0
-4.861671,-3.890514,0
-4.344310,-3.831236,0
-5.115092,-4.304421,0
-3.798065,-3.934815,0
-3.703465,-3.846200,0
-4.397168,-5.166859,0
-3.362612,-4.464712,0
-4.280788,-3.688539,0
-3.844631,-4.032692,0
-5.319897,-5.093838,0
-4.300595,-5.048687,0
-3.185488,-4.036777,0
-3.653146,-3.824541,0
-4.142084,-4.224755,0
-3.398314,-4.343371,0
-3.760127,-4.584646,0
-4.394511,-2.674999,0
-4.503825,-5.327839,0
-5.098958,-5.111342,0
-2.782872,-3.636143,0
-4.709886,-4.069297,0
-3.030133,-3.237865,0
-3.001882,-4.316371,0
-3.464892,-3.450397,0
-4.105037,-3.394272,0
-4.253189,-3.889767,0
-4.665733,-4.200998,0
-3.786894,-3.533986,0
-4.316632,-4.289935,0
-4.199714,-3.094365,0
-4.246065,-5.048075,0
-4.126718,-4.374557,0
-4.382472,-4.971639,0
-4.633020,-3.103964,0
-4.172141,-4.637405,0
-5.020249,-2.873813,0
-4.878748,-3.641404,0
3.252681,3.388839,0
4.176493,3.882555,0
4.402371,3.589950,0
3.985329,4.067124,0
3.823916,4.533514,0
3.322052,3.880418,0
4.105239,4.609397,0
2.911820,3.584205,0
4.712303,4.410691,0
4.937015,5.403895,0
3.943026,3.485401,0
4.577163,4.816023,0
3.748849,5.148094,0
5.299040,4.999562,0
3.277514,3.586215,0
4.764282,3.733206,0
4.215941,4.109531,0
4.278724,3.165455,0
3.709044,4.931115,0
3.384086,5.098986,0
3.786637,4.003378,0
3.823344,3.626580,0
2.270320,4.199644,0
2.975361,3.722634,0
3.439889,3.358624,0
5.444018,3.582399,0
3.937154,3.629676,0
3.903071,4.182796,0
4.306238,3.773492,0
4.425347,3.969537,0
4.185388,3.970538,0
4.923547,3.557220,0
3.381754,4.112342,0
3.430727,4.730622,0
4.242343,3.256303,0
4.883240,3.078312,0
5.075336,4.219468,0
3.442192,4.464125,0
4.310419,4.465915,0
2.842737,4.098595,0
4.289039,4.372171,0
4.385770,3.295550,0
4.654800,4.905879,0
5.157713,4.175249,0
3.463958,4.223506,0
3.112098,3.308690,0
4.326687,4.243769,0
4.327593,3.189781,0
3.292587,4.196401,0
4.375090,4.887522,0
